TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2022,5,12,2,9,5XX MAIN ST,Strathcona,492753.1793,5458624.853
Mischief,2022,5,28,4,0,5XX MAIN ST,Strathcona,492753.2377,5458626.851
Mischief,2022,5,29,4,29,5XX MAIN ST,Strathcona,492753.2377,5458626.851
Mischief,2022,5,29,4,30,5XX MAIN ST,Strathcona,492753.2377,5458626.851
Mischief,2022,7,2,1,7,5XX MAIN ST,Strathcona,492753.2377,5458626.851
Mischief,2022,5,16,16,50,5XX POWELL ST,Strathcona,493215.2826,5458924.021
Mischief,2022,5,3,19,51,5XX POWELL ST,Strathcona,493290.5967,5458921.737
Mischief,2022,2,10,20,0,5XX POWELL ST,Strathcona,493326.1538,5458920.659
Mischief,2022,2,18,0,0,5XX POWELL ST,Strathcona,493326.1538,5458920.659
Mischief,2022,3,7,16,0,5XX POWELL ST,Strathcona,493326.1538,5458920.659
Mischief,2022,4,6,16,0,5XX POWELL ST,Strathcona,493326.1538,5458920.659
Mischief,2022,1,20,16,17,5XX PRIOR ST,Strathcona,493194.0353,5458212.422
Mischief,2022,5,12,19,0,5XX RAILWAY ST,Strathcona,493229.8651,5459116.074
Mischief,2022,5,2,9,24,5XX RAYMUR AVE,Strathcona,493963.9763,5458542.587
Mischief,2022,3,31,0,19,5XX TERMINAL AVE,Strathcona,493299.3068,5457625.023
Mischief,2022,7,8,15,51,5XX UNION ST,Strathcona,493329.6193,5458306.142
Mischief,2022,5,17,7,28,5XX VERNON DR,Strathcona,494234.6088,5458556.247
Mischief,2022,7,6,2,42,6XX ALEXANDER ST,Strathcona,493359.6386,5459029.783
Mischief,2022,1,18,22,28,6XX CAMPBELL AVE,Strathcona,493830.6163,5458484.491
Mischief,2022,6,20,19,59,6XX CAMPBELL AVE,Strathcona,493830.6163,5458484.491
Mischief,2022,3,19,14,0,6XX E HASTINGS ST,Strathcona,493354.7701,5458724.234
Mischief,2022,2,8,14,14,6XX E HASTINGS ST,Strathcona,493446.4819,5458721.785
Mischief,2022,2,15,20,30,6XX E HASTINGS ST,Strathcona,493457.041,5458712.356
Mischief,2022,2,20,22,0,6XX EVANS AVE,Strathcona,493405.8709,5457733.872
Mischief,2022,5,29,4,55,6XX GORE AVE,Strathcona,492928.1476,5458507.256
Mischief,2022,2,13,15,2,6XX JACKSON AVE,Strathcona,493191.6376,5458428.859
Mischief,2022,1,1,11,30,6XX POWELL ST,Strathcona,493386.4134,5458927.979
Mischief,2022,6,5,8,0,6XX POWELL ST,Strathcona,493386.4134,5458927.979
Mischief,2022,3,22,14,10,6XX POWELL ST,Strathcona,493418.7252,5458917.851
Mischief,2022,3,4,22,0,6XX PRIOR ST,Strathcona,493411.9594,5458214.429
Mischief,2022,1,12,8,0,6XX RAYMUR AVE,Strathcona,493945.9851,5458488.15
Mischief,2022,3,31,6,0,7XX CAMPBELL AVE,Strathcona,493828.0094,5458395.701
Mischief,2022,7,9,10,36,7XX E CORDOVA ST,Strathcona,493496.2333,5458815.069
Mischief,2022,4,3,2,18,7XX E CORDOVA ST,Strathcona,493629.3578,5458810.657
Mischief,2022,5,3,17,0,7XX E CORDOVA ST,Strathcona,493637.0253,5458819.552
Mischief,2022,5,20,18,0,7XX E HASTINGS ST,Strathcona,493493.3454,5458711.279
Mischief,2022,2,14,0,29,7XX E HASTINGS ST,Strathcona,493496.7915,5458711.115
Mischief,2022,4,14,19,30,7XX E HASTINGS ST,Strathcona,493499.9558,5458710.964
Mischief,2022,5,8,20,0,7XX E HASTINGS ST,Strathcona,493499.9558,5458710.964
Mischief,2022,6,4,17,47,7XX E HASTINGS ST,Strathcona,493499.9558,5458710.964
Mischief,2022,2,20,0,29,7XX E HASTINGS ST,Strathcona,493602.41,5458706.084
Mischief,2022,2,14,16,28,7XX E PENDER ST,Strathcona,493575.9762,5458602.189
Mischief,2022,3,22,8,35,7XX E PENDER ST,Strathcona,493575.9762,5458602.189
Mischief,2022,4,9,18,0,7XX EVANS AVE,Strathcona,493577.8848,5457688.609
Mischief,2022,2,8,12,30,7XX GORE AVE,Strathcona,492938.0112,5458388.158
Mischief,2022,3,12,12,0,7XX GORE AVE,Strathcona,492938.0112,5458388.158
Mischief,2022,4,13,4,31,7XX JACKSON AVE,Strathcona,493191.0107,5458407.756
Mischief,2022,6,26,18,0,7XX MAIN ST,Strathcona,492745.9154,5458393.866
Mischief,2022,2,8,13,0,7XX MAIN ST,Strathcona,492747.661,5458425.562
Mischief,2022,4,4,6,45,7XX POWELL ST,Strathcona,493545.7215,5458923.147
Mischief,2022,6,30,3,0,7XX POWELL ST,Strathcona,493545.7215,5458923.147
Mischief,2022,2,15,20,0,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,2,18,19,11,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,3,19,19,52,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,4,14,19,30,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,5,19,19,25,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,5,20,10,15,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,5,25,19,22,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,5,28,19,51,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2022,1,4,23,16,8XX DUNLEVY AVE,Strathcona,493055.2732,5458304.305
Mischief,2022,4,24,20,0,8XX E HASTINGS ST,Strathcona,493735.2731,5458710.033
Mischief,2022,4,2,3,9,8XX E HASTINGS ST,Strathcona,493744.874,5458700.571
Mischief,2022,5,28,0,0,8XX E HASTINGS ST,Strathcona,493744.874,5458700.571
Mischief,2022,2,17,14,0,8XX E HASTINGS ST,Strathcona,493791.0666,5458699.068
Mischief,2022,3,11,0,0,8XX E HASTINGS ST,Strathcona,493791.364,5458708.207
Mischief,2022,2,8,20,0,8XX E HASTINGS ST,Strathcona,493814.1628,5458698.316
Mischief,2022,3,26,20,0,8XX E HASTINGS ST,Strathcona,493814.1628,5458698.316
Mischief,2022,5,2,19,35,8XX E HASTINGS ST,Strathcona,493817.8998,5458707.343
Mischief,2022,5,14,19,44,8XX E HASTINGS ST,Strathcona,493821.0592,5458707.24
Mischief,2022,1,7,2,0,8XX KEEFER ST,Strathcona,493688.2264,5458497.601
Mischief,2022,1,9,12,0,8XX MALKIN AVE,Strathcona,493786.6896,5457903.918
Mischief,2022,1,8,14,14,8XX POWELL ST,Strathcona,493715.3729,5458907.895
Mischief,2022,1,16,2,30,9XX MAIN ST,Strathcona,492745.3985,5458172.801
Mischief,2022,4,16,1,27,9XX MAIN ST,Strathcona,492745.3985,5458172.801
Mischief,2022,4,5,5,12,9XX MAIN ST,Strathcona,492746.4007,5458211.384
Mischief,2022,7,9,1,33,9XX MAIN ST,Strathcona,492746.4007,5458211.384
Mischief,2022,2,5,18,49,9XX MAIN ST,Strathcona,492746.5445,5458216.919
Mischief,2022,5,30,11,42,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Mischief,2022,5,16,19,40,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Mischief,2022,3,8,17,30,ALEXANDER ST / GORE AVE,Strathcona,492884.8125,5459039.591
Mischief,2022,5,25,12,30,ALEXANDER ST / HEATLEY AVE,Strathcona,493487.9855,5459021.134
Mischief,2022,5,12,13,2,COTTRELL ST / TERMINAL AVE,Strathcona,493898.5939,5457459.059
Mischief,2022,5,18,16,16,DUNLEVY AVE / POWELL ST,Strathcona,493066.9358,5458933.035
Mischief,2022,6,23,20,58,E CORDOVA ST / JACKSON AVE,Strathcona,493208.2843,5458829.102
Mischief,2022,2,21,19,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.526
Mischief,2022,1,31,9,20,E HASTINGS ST / GLEN DR,Strathcona,494086.6987,5458693.526
Mischief,2022,4,4,19,0,E HASTINGS ST / GORE AVE,Strathcona,492911.3556,5458733.336
Mischief,2022,1,14,23,13,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Mischief,2022,1,15,19,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Mischief,2022,1,5,18,6,E HASTINGS ST / PRINCESS AVE,Strathcona,493347.6087,5458719.851
Mischief,2022,4,29,23,0,E HASTINGS ST / RAYMUR AVE,Strathcona,493995.8663,5458696.336
Mischief,2022,7,7,20,40,E PENDER ST / GORE AVE,Strathcona,492922.9609,5458624.696
Mischief,2022,2,5,20,0,E PENDER ST / GORE AVE,Strathcona,492922.9613,5458624.697
Mischief,2022,7,4,8,30,E PENDER ST / JACKSON AVE,Strathcona,493201.5345,5458617.197
Mischief,2022,7,15,0,51,E PENDER ST / PRINCESS AVE,Strathcona,493343.2822,5458612.688
Mischief,2022,3,28,20,4,FOLEY ST / GREAT NORTHERN WAY,Strathcona,493703.0382,5457053.663
Mischief,2022,4,15,4,54,GLEN DR / PARKER ST,Strathcona,494078.4365,5458119.572
Mischief,2022,2,8,7,0,GLEN DR / TERMINAL AVE,Strathcona,494077.7928,5457460.865
Mischief,2022,6,7,22,45,GORE AVE / POWELL ST,Strathcona,492893.5328,5458938.382
Mischief,2022,2,4,11,0,GRANT ST / VERNON DR,Strathcona,494276.3315,5457641.217
Mischief,2022,3,10,17,0,HAWKS AVE / UNION ST,Strathcona,493650.3008,5458301.447
Mischief,2022,3,16,18,0,HAWKS AVE / UNION ST,Strathcona,493650.3008,5458301.447
Mischief,2022,6,5,19,0,HEATLEY AVE / KEEFER ST,Strathcona,493476.9593,5458504.576
Mischief,2022,4,14,14,30,INDUSTRIAL AVE / WESTERN ST,Strathcona,492724.9374,5457526.533
Mischief,2022,3,27,18,54,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.066
Mischief,2022,1,28,21,0,POWELL ST / PRINCESS AVE,Strathcona,493352.1547,5458924.444
Mischief,2022,7,3,0,30,PRIOR ST / STATION ST,Strathcona,492797.8902,5458224.231
Mischief,2022,1,1,17,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,1,30,15,10,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,1,31,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,3,7,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,3,19,12,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,3,20,9,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,3,29,9,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,4,3,20,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,4,5,17,20,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,4,7,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,4,16,2,48,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,4,26,13,21,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,4,28,3,18,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,5,10,11,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,5,24,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,5,25,11,10,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,5,28,14,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,5,29,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,5,29,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,7,4,3,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,7,7,21,10,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2022,7,10,9,18,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Offence Against a Person,2022,6,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,21,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,3,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,5,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,24,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,31,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,5,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,5,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,31,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,5,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,24,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,21,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,3,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,3,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,5,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,21,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,14,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,23,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,7,1,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,26,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,23,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,31,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,9,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
